Financial_ID,Project_ID,Fiscal_Year,Fiscal_Month,Budget_INR,Forecast_INR,Actual_Spend_INR,Capital_Expense_INR,Operational_Expense_INR,Planned_Revenue_INR,Actual_Revenue_INR,Variance_INR,Cost_Status,Finance_Manager
FIN0692,PRJ058,2026,Aug,93800000,7384857,8227970,4936782,3291188,10161666,11465450,-843113,Under,P Gupta
FIN0693,PRJ058,2026,Sep,93800000,7718825,9117256,5470353,3646902,10161666,10940985,-1398431,Over,V Mehta
FIN0694,PRJ058,2026,Oct,93800000,7580483,8051130,4830678,3220452,10161666,10157245,-470647,On Budget,S Verma
FIN0695,PRJ058,2026,Nov,93800000,7442738,6263920,3758352,2505568,10161666,11669310,1178818,On Budget,S Verma
FIN0696,PRJ058,2026,Dec,93800000,7217353,8253692,4952215,3301476,10161666,10440490,-1036339,On Budget,M Patel
FIN0697,PRJ059,2026,Jan,215000000,18340944,18135752,10881451,7254300,23291666,18639606,205192,On Budget,M Patel
FIN0698,PRJ059,2026,Feb,215000000,18693622,16500167,9900100,6600066,23291666,20439363,2193455,Over,A Sharma
FIN0699,PRJ059,2026,Mar,215000000,19178395,15556550,9333930,6222620,23291666,18277410,3621845,Over,S Verma
FIN0700,PRJ059,2026,Apr,215000000,19112390,14478367,8687020,5791346,23291666,24240169,4634023,On Budget,N Kumar
FIN0701,PRJ059,2026,May,215000000,17250948,18098560,10859136,7239424,23291666,23068458,-847612,On Budget,M Patel
FIN0702,PRJ059,2026,Jun,215000000,17118438,16613268,9967960,6645307,23291666,18309458,505170,On Budget,R Singh
FIN0703,PRJ059,2026,Jul,215000000,16290986,14579884,8747930,5831953,23291666,20877451,1711102,Over,P Gupta
FIN0704,PRJ059,2026,Aug,215000000,18598848,20998124,12598874,8399249,23291666,21807984,-2399276,Over,R Singh
FIN0705,PRJ059,2026,Sep,215000000,16307812,17975294,10785176,7190117,23291666,25945120,-1667482,On Budget,R Singh
FIN0706,PRJ059,2026,Oct,215000000,18702709,18731963,11239177,7492785,23291666,23159097,-29254,On Budget,P Gupta
FIN0707,PRJ059,2026,Nov,215000000,16385079,16735544,10041326,6694217,23291666,20098457,-350465,Under,V Mehta
FIN0708,PRJ059,2026,Dec,215000000,19256457,14578700,8747220,5831480,23291666,18428245,4677757,On Budget,A Sharma
FIN0709,PRJ060,2026,Jan,169100000,15041484,13351074,8010644,5340429,18319166,15722188,1690410,Under,S Verma
FIN0710,PRJ060,2026,Feb,169100000,14637864,14904636,8942781,5961854,18319166,18315802,-266772,Over,V Mehta
FIN0711,PRJ060,2026,Mar,169100000,13959659,11637392,6982435,4654956,18319166,16072202,2322267,Over,S Verma
FIN0712,PRJ060,2026,Apr,169100000,15336977,12025438,7215262,4810175,18319166,19735003,3311539,On Budget,N Kumar
FIN0713,PRJ060,2026,May,169100000,14286615,16432882,9859729,6573152,18319166,14876727,-2146267,On Budget,K Rao
FIN0714,PRJ060,2026,Jun,169100000,14038306,12981033,7788619,5192413,18319166,16463189,1057273,Under,M Patel
FIN0715,PRJ060,2026,Jul,169100000,13564505,13730736,8238441,5492294,18319166,19833116,-166231,On Budget,M Patel
FIN0716,PRJ060,2026,Aug,169100000,13671994,12560530,7536318,5024212,18319166,16412821,1111464,Over,P Gupta
FIN0717,PRJ060,2026,Sep,169100000,14745723,15688132,9412879,6275252,18319166,17519882,-942409,On Budget,K Rao
FIN0718,PRJ060,2026,Oct,169100000,14359814,11853954,7112372,4741581,18319166,20769741,2505860,Under,K Rao
FIN0719,PRJ060,2026,Nov,169100000,13998481,15726338,9435802,6290535,18319166,17021043,-1727857,On Budget,P Gupta
FIN0720,PRJ060,2026,Dec,169100000,13399518,11828884,7097330,4731553,18319166,16203104,1570634,On Budget,K Rao
FIN0721,PRJ061,2026,Jan,213000000,18033858,16877416,10126449,6750966,23075000,18569454,1156442,Under,R Singh
FIN0722,PRJ061,2026,Feb,213000000,17309362,14598617,8759170,5839446,23075000,22933150,2710745,Under,A Sharma
FIN0723,PRJ061,2026,Mar,213000000,19055098,18574291,11144574,7429716,23075000,20885095,480807,Under,R Singh
FIN0724,PRJ061,2026,Apr,213000000,16116262,19924605,11954763,7969842,23075000,22236490,-3808343,On Budget,M Patel
FIN0725,PRJ061,2026,May,213000000,16136780,19993166,11995899,7997266,23075000,19745902,-3856386,On Budget,V Mehta
FIN0726,PRJ061,2026,Jun,213000000,16726026,17289980,10373988,6915992,23075000,26100595,-563954,Under,N Kumar
FIN0727,PRJ061,2026,Jul,213000000,18430108,14446856,8668113,5778742,23075000,24550898,3983252,Under,R Singh
FIN0728,PRJ061,2026,Aug,213000000,17757068,16437409,9862445,6574963,23075000,24700136,1319659,On Budget,S Verma
FIN0729,PRJ061,2026,Sep,213000000,16908500,14573443,8744065,5829377,23075000,19489365,2335057,On Budget,P Gupta
FIN0730,PRJ061,2026,Oct,213000000,18787939,18765427,11259256,7506170,23075000,18288348,22512,On Budget,N Kumar
FIN0731,PRJ061,2026,Nov,213000000,16704741,14509754,8705852,5803901,23075000,25126660,2194987,Under,N Kumar
FIN0732,PRJ061,2026,Dec,213000000,19284714,17594839,10556903,7037935,23075000,18875424,1689875,On Budget,V Mehta
FIN0733,PRJ062,2026,Jan,134300000,11873117,12649094,7589456,5059637,14549166,14439240,-775977,Over,V Mehta
FIN0734,PRJ062,2026,Feb,134300000,11101539,9455906,5673543,3782362,14549166,15696189,1645633,Under,P Gupta
FIN0735,PRJ062,2026,Mar,134300000,11414362,12078110,7246866,4831244,14549166,14209961,-663748,Over,K Rao
FIN0736,PRJ062,2026,Apr,134300000,12146055,9873866,5924319,3949546,14549166,12282445,2272189,On Budget,P Gupta
FIN0737,PRJ062,2026,May,134300000,11423337,8998340,5399004,3599336,14549166,11688745,2424997,Under,R Singh
FIN0738,PRJ062,2026,Jun,134300000,10083861,11751589,7050953,4700635,14549166,14424601,-1667728,On Budget,N Kumar
FIN0739,PRJ062,2026,Jul,134300000,10643477,9774145,5864487,3909658,14549166,14559929,869332,On Budget,R Singh
FIN0740,PRJ062,2026,Aug,134300000,10127087,11731196,7038717,4692478,14549166,11910164,-1604109,Over,A Sharma
FIN0741,PRJ062,2026,Sep,134300000,11782236,9056202,5433721,3622480,14549166,13049912,2726034,Under,A Sharma
FIN0742,PRJ062,2026,Oct,134300000,10686695,10601259,6360755,4240503,14549166,14845887,85436,Under,M Patel
FIN0743,PRJ062,2026,Nov,134300000,12289133,12743552,7646131,5097420,14549166,12833910,-454419,Under,A Sharma
FIN0744,PRJ062,2026,Dec,134300000,11776104,11307975,6784785,4523190,14549166,11799158,468129,Under,N Kumar
FIN0745,PRJ063,2026,Jan,165300000,14684042,11497693,6898615,4599077,17907500,16935178,3186349,Under,R Singh
FIN0746,PRJ063,2026,Feb,165300000,13839619,11233575,6740145,4493430,17907500,17216703,2606044,Over,R Singh
FIN0747,PRJ063,2026,Mar,165300000,14912407,13914352,8348611,5565740,17907500,18249294,998055,On Budget,S Verma
FIN0748,PRJ063,2026,Apr,165300000,13867303,12416797,7450078,4966718,17907500,20264433,1450506,On Budget,V Mehta
FIN0749,PRJ063,2026,May,165300000,14090815,15014940,9008964,6005976,17907500,15579783,-924125,Over,R Singh
FIN0750,PRJ063,2026,Jun,165300000,14800002,14576276,8745765,5830510,17907500,18884534,223726,Under,K Rao
FIN0751,PRJ063,2026,Jul,165300000,13368753,16038215,9622929,6415286,17907500,14858680,-2669462,Under,S Verma
FIN0752,PRJ063,2026,Aug,165300000,14505854,16030386,9618231,6412154,17907500,18452295,-1524532,On Budget,A Sharma
FIN0753,PRJ063,2026,Sep,165300000,13499030,14437703,8662621,5775081,17907500,15191498,-938673,Under,N Kumar
FIN0754,PRJ063,2026,Oct,165300000,13186934,16208559,9725135,6483423,17907500,15069095,-3021625,Over,P Gupta
FIN0755,PRJ063,2026,Nov,165300000,15151101,12427864,7456718,4971145,17907500,17112079,2723237,Over,S Verma
FIN0756,PRJ063,2026,Dec,165300000,12922764,11625236,6975141,4650094,17907500,16705920,1297528,Under,S Verma
FIN0757,PRJ064,2026,Jan,188500000,16507811,17769094,10661456,7107637,20420833,18878034,-1261283,On Budget,K Rao
FIN0758,PRJ064,2026,Feb,188500000,14707493,13032120,7819272,5212848,20420833,18478121,1675373,On Budget,P Gupta
FIN0759,PRJ064,2026,Mar,188500000,14498648,15616762,9370057,6246704,20420833,23150307,-1118114,On Budget,M Patel
FIN0760,PRJ064,2026,Apr,188500000,14824804,17538723,10523233,7015489,20420833,23023229,-2713919,Under,P Gupta
FIN0761,PRJ064,2026,May,188500000,14375875,14745595,8847357,5898238,20420833,20138928,-369720,Over,M Patel
FIN0762,PRJ064,2026,Jun,188500000,14698671,15039271,9023562,6015708,20420833,16648219,-340600,Over,V Mehta
FIN0763,PRJ064,2026,Jul,188500000,16526597,15191735,9115041,6076694,20420833,20320876,1334862,On Budget,P Gupta
FIN0764,PRJ064,2026,Aug,188500000,16803716,12896160,7737696,5158464,20420833,18335057,3907556,Over,M Patel
FIN0765,PRJ064,2026,Sep,188500000,15681585,14391340,8634804,5756536,20420833,21992306,1290245,On Budget,M Patel
FIN0766,PRJ064,2026,Oct,188500000,16158069,17206310,10323786,6882524,20420833,22120500,-1048241,Under,R Singh
FIN0767,PRJ064,2026,Nov,188500000,16429810,16793193,10075915,6717277,20420833,21818544,-363383,Over,A Sharma
FIN0768,PRJ064,2026,Dec,188500000,15054639,12917060,7750236,5166824,20420833,18564862,2137579,Under,S Verma
FIN0769,PRJ065,2026,Jan,160600000,13249073,12271657,7362994,4908662,17398333,17587263,977416,Under,P Gupta
FIN0770,PRJ065,2026,Feb,160600000,14365972,11822877,7093726,4729150,17398333,13576653,2543095,On Budget,K Rao
FIN0771,PRJ065,2026,Mar,160600000,14297202,15521805,9313083,6208722,17398333,13409594,-1224603,Under,S Verma
FIN0772,PRJ065,2026,Apr,160600000,13071160,15456400,9273840,6182560,17398333,14983590,-2385240,Over,A Sharma
FIN0773,PRJ065,2026,May,160600000,14141448,14192004,8515202,5676801,17398333,16638823,-50556,Over,A Sharma
FIN0774,PRJ065,2026,Jun,160600000,14442079,13732312,8239387,5492924,17398333,17104846,709767,On Budget,R Singh
FIN0775,PRJ065,2026,Jul,160600000,12453928,12185008,7311004,4874003,17398333,18921041,268920,Over,N Kumar
FIN0776,PRJ065,2026,Aug,160600000,12084965,11659024,6995414,4663609,17398333,13641025,425941,Under,S Verma
FIN0777,PRJ065,2026,Sep,160600000,14571988,13484997,8090998,5393998,17398333,16770892,1086991,Under,A Sharma
FIN0778,PRJ065,2026,Oct,160600000,12535427,10710374,6426224,4284149,17398333,19865187,1825053,Under,A Sharma
FIN0779,PRJ065,2026,Nov,160600000,12820315,14145345,8487207,5658138,17398333,13944379,-1325030,Under,N Kumar
FIN0780,PRJ065,2026,Dec,160600000,12421210,15884940,9530964,6353976,17398333,18019244,-3463730,Over,M Patel
FIN0781,PRJ066,2026,Jan,150200000,11928061,13345131,8007078,5338052,16271666,18100956,-1417070,On Budget,P Gupta
FIN0782,PRJ066,2026,Feb,150200000,11994340,11643066,6985839,4657226,16271666,14436581,351274,Under,A Sharma
FIN0783,PRJ066,2026,Mar,150200000,12542667,10324933,6194959,4129973,16271666,15595678,2217734,On Budget,S Verma
FIN0784,PRJ066,2026,Apr,150200000,11463396,12191579,7314947,4876631,16271666,12681338,-728183,On Budget,R Singh
FIN0785,PRJ066,2026,May,150200000,12238212,10236705,6142023,4094682,16271666,16770503,2001507,Under,V Mehta
FIN0786,PRJ066,2026,Jun,150200000,13309405,14028853,8417311,5611541,16271666,15927526,-719448,Under,S Verma
FIN0787,PRJ066,2026,Jul,150200000,11269321,10084763,6050857,4033905,16271666,16369192,1184558,On Budget,K Rao
FIN0788,PRJ066,2026,Aug,150200000,13414163,10725658,6435394,4290263,16271666,15896131,2688505,Under,A Sharma
FIN0789,PRJ066,2026,Sep,150200000,12129048,12452942,7471765,4981176,16271666,14800932,-323894,On Budget,K Rao
FIN0790,PRJ066,2026,Oct,150200000,13495063,14614020,8768412,5845608,16271666,13337038,-1118957,Over,S Verma
FIN0791,PRJ066,2026,Nov,150200000,13008075,10657066,6394239,4262826,16271666,15487867,2351009,On Budget,M Patel
FIN0792,PRJ066,2026,Dec,150200000,11986907,13990462,8394277,5596184,16271666,13482039,-2003555,On Budget,K Rao
FIN0793,PRJ067,2026,Jan,15600000,1429148,1164013,698407,465605,1690000,1773371,265135,On Budget,P Gupta
FIN0794,PRJ067,2026,Feb,15600000,1337473,1552021,931212,620808,1690000,1408860,-214548,Under,V Mehta
FIN0795,PRJ067,2026,Mar,15600000,1187528,1064803,638881,425921,1690000,1829987,122725,Under,R Singh
FIN0796,PRJ067,2026,Apr,15600000,1357283,1335907,801544,534362,1690000,1772392,21376,Over,P Gupta
FIN0797,PRJ067,2026,May,15600000,1236165,1266920,760152,506768,1690000,1411784,-30755,Over,N Kumar
FIN0798,PRJ067,2026,Jun,15600000,1254991,1067522,640513,427008,1690000,1768653,187469,On Budget,A Sharma
FIN0799,PRJ067,2026,Jul,15600000,1283145,1326281,795768,530512,1690000,1485686,-43136,On Budget,N Kumar
FIN0800,PRJ067,2026,Aug,15600000,1399844,1158972,695383,463588,1690000,1866641,240872,Under,A Sharma
FIN0801,PRJ067,2026,Sep,15600000,1222298,1362626,817575,545050,1690000,1647471,-140328,Over,V Mehta
FIN0802,PRJ067,2026,Oct,15600000,1414333,1439919,863951,575967,1690000,1509156,-25586,Under,S Verma
FIN0803,PRJ067,2026,Nov,15600000,1349745,1469045,881427,587618,1690000,1325071,-119300,Under,M Patel
FIN0804,PRJ067,2026,Dec,15600000,1371008,1338942,803365,535576,1690000,1793959,32066,Under,M Patel
FIN0805,PRJ068,2026,Jan,203400000,17653345,14601497,8760898,5840598,22035000,20366142,3051848,On Budget,V Mehta
FIN0806,PRJ068,2026,Feb,203400000,15598736,18267861,10960716,7307144,22035000,21814356,-2669125,On Budget,R Singh
FIN0807,PRJ068,2026,Mar,203400000,16727300,17522758,10513654,7009103,22035000,23101548,-795458,On Budget,K Rao
FIN0808,PRJ068,2026,Apr,203400000,15545402,13899440,8339664,5559776,22035000,24521968,1645962,Over,M Patel
FIN0809,PRJ068,2026,May,203400000,16822831,16951080,10170648,6780432,22035000,24934094,-128249,Under,R Singh
FIN0810,PRJ068,2026,Jun,203400000,15899240,15176424,9105854,6070569,22035000,16958995,722816,Over,K Rao
FIN0811,PRJ068,2026,Jul,203400000,15509516,19027495,11416497,7610998,22035000,17026034,-3517979,On Budget,S Verma
FIN0812,PRJ068,2026,Aug,203400000,18208083,15685872,9411523,6274348,22035000,23324029,2522211,On Budget,S Verma
FIN0813,PRJ068,2026,Sep,203400000,17267750,18656134,11193680,7462453,22035000,20787270,-1388384,Over,K Rao
FIN0814,PRJ068,2026,Oct,203400000,15471154,18845191,11307114,7538076,22035000,20114118,-3374037,On Budget,K Rao
FIN0815,PRJ068,2026,Nov,203400000,17817250,17592502,10555501,7037000,22035000,19710805,224748,Over,A Sharma
FIN0816,PRJ068,2026,Dec,203400000,16648206,19264113,11558467,7705645,22035000,19146228,-2615907,Under,M Patel
FIN0817,PRJ069,2026,Jan,5500000,462540,479046,287427,191618,595833,560128,-16506,On Budget,R Singh
FIN0818,PRJ069,2026,Feb,5500000,439691,491053,294631,196421,595833,532797,-51362,Under,M Patel
FIN0819,PRJ069,2026,Mar,5500000,418086,397652,238591,159060,595833,579799,20434,Under,A Sharma
FIN0820,PRJ069,2026,Apr,5500000,414107,501665,300999,200666,595833,651538,-87558,Under,P Gupta
FIN0821,PRJ069,2026,May,5500000,434437,540099,324059,216039,595833,642187,-105662,Over,P Gupta
FIN0822,PRJ069,2026,Jun,5500000,418806,499321,299592,199728,595833,523584,-80515,Under,M Patel
FIN0823,PRJ069,2026,Jul,5500000,438375,495854,297512,198341,595833,647876,-57479,Over,S Verma
FIN0824,PRJ069,2026,Aug,5500000,415818,432985,259791,173194,595833,461101,-17167,Over,M Patel
FIN0825,PRJ069,2026,Sep,5500000,461573,486746,292047,194698,595833,608417,-25173,Over,K Rao
FIN0826,PRJ069,2026,Oct,5500000,486395,430255,258153,172102,595833,473046,56140,On Budget,A Sharma
FIN0827,PRJ069,2026,Nov,5500000,426098,476981,286188,190792,595833,619518,-50883,Under,A Sharma
FIN0828,PRJ069,2026,Dec,5500000,474438,376143,225685,150457,595833,666839,98295,On Budget,R Singh
FIN0829,PRJ070,2026,Jan,153100000,14030387,14900339,8940203,5960135,16585833,14127422,-869952,On Budget,R Singh
FIN0830,PRJ070,2026,Feb,153100000,12333022,12473179,7483907,4989271,16585833,17237323,-140157,On Budget,N Kumar
FIN0831,PRJ070,2026,Mar,153100000,13155371,12991423,7794853,5196569,16585833,17115493,163948,On Budget,V Mehta
FIN0832,PRJ070,2026,Apr,153100000,13245813,10496211,6297726,4198484,16585833,13391651,2749602,Under,K Rao
FIN0833,PRJ070,2026,May,153100000,12119356,13308182,7984909,5323272,16585833,15042671,-1188826,Under,P Gupta
FIN0834,PRJ070,2026,Jun,153100000,13649613,14320407,8592244,5728162,16585833,16351440,-670794,Over,N Kumar
FIN0835,PRJ070,2026,Jul,153100000,12144811,14980740,8988444,5992296,16585833,18212791,-2835929,On Budget,N Kumar
FIN0836,PRJ070,2026,Aug,153100000,13375416,12887800,7732680,5155120,16585833,18053696,487616,Under,K Rao
FIN0837,PRJ070,2026,Sep,153100000,12470913,13766495,8259897,5506598,16585833,12766237,-1295582,Under,P Gupta
FIN0838,PRJ070,2026,Oct,153100000,12485840,12586429,7551857,5034571,16585833,15170248,-100589,On Budget,P Gupta
FIN0839,PRJ070,2026,Nov,153100000,12705538,12272089,7363253,4908835,16585833,19067819,433449,Over,A Sharma
FIN0840,PRJ070,2026,Dec,153100000,11881361,10413259,6247955,4165303,16585833,15349652,1468102,On Budget,S Verma
FIN0841,PRJ071,2026,Jan,190800000,16059466,14930092,8958055,5972036,20670000,17978515,1129374,On Budget,V Mehta
FIN0842,PRJ071,2026,Feb,190800000,16319544,16882747,10129648,6753098,20670000,20700884,-563203,Over,N Kumar
FIN0843,PRJ071,2026,Mar,190800000,14466414,16584670,9950802,6633868,20670000,22920568,-2118256,Over,A Sharma
FIN0844,PRJ071,2026,Apr,190800000,15198211,18009858,10805914,7203943,20670000,21178912,-2811647,On Budget,M Patel
FIN0845,PRJ071,2026,May,190800000,14754648,15075364,9045218,6030145,20670000,20404900,-320716,Under,V Mehta
FIN0846,PRJ071,2026,Jun,190800000,15077890,12865546,7719327,5146218,20670000,17473936,2212344,On Budget,V Mehta
FIN0847,PRJ071,2026,Jul,190800000,15226721,13530771,8118462,5412308,20670000,22954493,1695950,Under,R Singh
FIN0848,PRJ071,2026,Aug,190800000,14910390,16905343,10143205,6762137,20670000,18270929,-1994953,On Budget,V Mehta
FIN0849,PRJ071,2026,Sep,190800000,17010754,16388717,9833230,6555486,20670000,22858483,622037,On Budget,P Gupta
FIN0850,PRJ071,2026,Oct,190800000,14380451,13492298,8095378,5396919,20670000,21534550,888153,On Budget,V Mehta
FIN0851,PRJ071,2026,Nov,190800000,17183345,18548415,11129049,7419366,20670000,20158984,-1365070,Over,V Mehta
FIN0852,PRJ071,2026,Dec,190800000,16556550,17752090,10651254,7100836,20670000,20212106,-1195540,Under,N Kumar
FIN0853,PRJ072,2026,Jan,208900000,16225910,13983642,8390185,5593456,22630833,22505948,2242268,On Budget,K Rao
FIN0854,PRJ072,2026,Feb,208900000,16029679,15704273,9422563,6281709,22630833,21081644,325406,On Budget,P Gupta
FIN0855,PRJ072,2026,Mar,208900000,16846725,18816792,11290075,7526716,22630833,20313632,-1970067,Under,A Sharma
FIN0856,PRJ072,2026,Apr,208900000,18155102,17397600,10438560,6959040,22630833,19992046,757502,Over,S Verma
FIN0857,PRJ072,2026,May,208900000,18209488,16835317,10101190,6734126,22630833,17861258,1374171,Under,M Patel
FIN0858,PRJ072,2026,Jun,208900000,18136867,17036046,10221627,6814418,22630833,21272819,1100821,Under,K Rao
FIN0859,PRJ072,2026,Jul,208900000,18253581,16591462,9954877,6636584,22630833,24353836,1662119,On Budget,N Kumar
FIN0860,PRJ072,2026,Aug,208900000,16207761,14016360,8409816,5606544,22630833,22526951,2191401,Under,P Gupta
FIN0861,PRJ072,2026,Sep,208900000,16138140,20274027,12164416,8109610,22630833,17691389,-4135887,On Budget,A Sharma
FIN0862,PRJ072,2026,Oct,208900000,17184881,17293300,10375980,6917320,22630833,21011633,-108419,On Budget,V Mehta
FIN0863,PRJ072,2026,Nov,208900000,18614278,20406767,12244060,8162706,22630833,20748642,-1792489,On Budget,M Patel
FIN0864,PRJ072,2026,Dec,208900000,17808532,19577514,11746508,7831005,22630833,17693868,-1768982,Under,S Verma
FIN0865,PRJ073,2026,Jan,41400000,3295852,4086273,2451763,1634509,4485000,4031935,-790421,Over,M Patel
FIN0866,PRJ073,2026,Feb,41400000,3749675,3683844,2210306,1473537,4485000,4568705,65831,Under,R Singh
FIN0867,PRJ073,2026,Mar,41400000,3724494,2804652,1682791,1121860,4485000,4324347,919842,Under,M Patel
FIN0868,PRJ073,2026,Apr,41400000,3355844,3475616,2085369,1390246,4485000,3807773,-119772,Under,N Kumar
FIN0869,PRJ073,2026,May,41400000,3510537,3599267,2159560,1439706,4485000,3706865,-88730,Over,K Rao
FIN0870,PRJ073,2026,Jun,41400000,3334497,2902005,1741203,1160802,4485000,3620081,432492,On Budget,P Gupta
FIN0871,PRJ073,2026,Jul,41400000,3596867,3129919,1877951,1251967,4485000,5057290,466948,Under,A Sharma
FIN0872,PRJ073,2026,Aug,41400000,3499220,4058996,2435397,1623598,4485000,4307457,-559776,Under,M Patel
FIN0873,PRJ073,2026,Sep,41400000,3169685,3469570,2081742,1387828,4485000,4369396,-299885,On Budget,R Singh
FIN0874,PRJ073,2026,Oct,41400000,3253026,3092815,1855689,1237126,4485000,4788502,160211,Over,A Sharma
FIN0875,PRJ073,2026,Nov,41400000,3294229,3646275,2187765,1458510,4485000,4167600,-352046,On Budget,N Kumar
FIN0876,PRJ073,2026,Dec,41400000,3320611,2785269,1671161,1114107,4485000,3643804,535342,Under,R Singh
FIN0877,PRJ074,2026,Jan,104000000,7930663,7401795,4441077,2960718,11266666,9211063,528868,On Budget,K Rao
FIN0878,PRJ074,2026,Feb,104000000,8131851,9840364,5904218,3936145,11266666,12407186,-1708513,On Budget,P Gupta
FIN0879,PRJ074,2026,Mar,104000000,8623004,8069160,4841496,3227664,11266666,11878318,553844,On Budget,K Rao
FIN0880,PRJ074,2026,Apr,104000000,8800751,9607153,5764291,3842861,11266666,9014507,-806402,On Budget,N Kumar
FIN0881,PRJ074,2026,May,104000000,9192795,9444068,5666440,3777627,11266666,11422849,-251273,On Budget,R Singh
FIN0882,PRJ074,2026,Jun,104000000,9307034,8344198,5006518,3337679,11266666,11923254,962836,Under,M Patel
FIN0883,PRJ074,2026,Jul,104000000,8721569,7384247,4430548,2953698,11266666,12364152,1337322,Over,V Mehta
FIN0884,PRJ074,2026,Aug,104000000,7822383,7497300,4498380,2998920,11266666,12553569,325083,Over,M Patel
FIN0885,PRJ074,2026,Sep,104000000,8208033,7478749,4487249,2991499,11266666,11819178,729284,Under,K Rao
FIN0886,PRJ074,2026,Oct,104000000,9417124,10327597,6196558,4131038,11266666,10535968,-910473,Over,K Rao
FIN0887,PRJ074,2026,Nov,104000000,8338749,7636793,4582075,3054717,11266666,9527317,701956,Over,R Singh
FIN0888,PRJ074,2026,Dec,104000000,8909160,8489394,5093636,3395757,11266666,12787870,419766,On Budget,P Gupta
FIN0889,PRJ075,2026,Jan,202600000,16403665,17996917,10798150,7198766,21948333,19501311,-1593252,Over,M Patel
FIN0890,PRJ075,2026,Feb,202600000,15337932,15219971,9131982,6087988,21948333,23675364,117961,On Budget,V Mehta
FIN0891,PRJ075,2026,Mar,202600000,17472030,20041443,12024865,8016577,21948333,17198940,-2569413,Under,M Patel
FIN0892,PRJ075,2026,Apr,202600000,17566520,17406818,10444090,6962727,21948333,25093546,159702,On Budget,N Kumar
FIN0893,PRJ075,2026,May,202600000,17420408,17872450,10723470,7148980,21948333,21174643,-452042,On Budget,N Kumar
FIN0894,PRJ075,2026,Jun,202600000,17504373,19818838,11891302,7927535,21948333,22764530,-2314465,On Budget,V Mehta
FIN0895,PRJ075,2026,Jul,202600000,17374076,19694543,11816725,7877817,21948333,24680038,-2320467,Under,P Gupta
FIN0896,PRJ075,2026,Aug,202600000,16389099,13722835,8233701,5489134,21948333,18316428,2666264,On Budget,K Rao
FIN0897,PRJ075,2026,Sep,202600000,18419714,15072817,9043690,6029126,21948333,22121223,3346897,Under,M Patel
FIN0898,PRJ075,2026,Oct,202600000,17552642,19837943,11902765,7935177,21948333,21522907,-2285301,On Budget,V Mehta
FIN0899,PRJ075,2026,Nov,202600000,15300049,14375530,8625318,5750212,21948333,25086946,924519,Under,M Patel
FIN0900,PRJ075,2026,Dec,202600000,16005550,17137294,10282376,6854917,21948333,22313880,-1131744,Under,R Singh
FIN0901,PRJ076,2026,Jan,178100000,14744128,13838245,8302947,5535298,19294166,15743469,905883,On Budget,M Patel
FIN0902,PRJ076,2026,Feb,178100000,15115042,13839404,8303642,5535761,19294166,17684784,1275638,Under,N Kumar
FIN0903,PRJ076,2026,Mar,178100000,14452145,17007821,10204692,6803128,19294166,20160931,-2555676,Over,S Verma
FIN0904,PRJ076,2026,Apr,178100000,15600163,12848129,7708877,5139251,19294166,16231210,2752034,On Budget,N Kumar
FIN0905,PRJ076,2026,May,178100000,16270566,15393555,9236133,6157422,19294166,16731744,877011,On Budget,S Verma
FIN0906,PRJ076,2026,Jun,178100000,13534716,12755862,7653517,5102344,19294166,21210807,778854,On Budget,M Patel
FIN0907,PRJ076,2026,Jul,178100000,14622818,13151306,7890783,5260522,19294166,21068964,1471512,Under,N Kumar
FIN0908,PRJ076,2026,Aug,178100000,13724691,14396029,8637617,5758411,19294166,20079330,-671338,Under,K Rao
FIN0909,PRJ076,2026,Sep,178100000,14876301,14150284,8490170,5660113,19294166,19512942,726017,Over,V Mehta
FIN0910,PRJ076,2026,Oct,178100000,16040167,14683632,8810179,5873452,19294166,19046614,1356535,Under,K Rao
FIN0911,PRJ076,2026,Nov,178100000,15690440,11998632,7199179,4799452,19294166,19631109,3691808,On Budget,A Sharma
FIN0912,PRJ076,2026,Dec,178100000,14550661,11896232,7137739,4758492,19294166,22030015,2654429,On Budget,M Patel
FIN0913,PRJ077,2026,Jan,207300000,18901675,18382468,11029480,7352987,22457500,25562427,519207,Under,M Patel
FIN0914,PRJ077,2026,Feb,207300000,16604402,14722174,8833304,5888869,22457500,21633541,1882228,Under,V Mehta
FIN0915,PRJ077,2026,Mar,207300000,16878015,14385618,8631370,5754247,22457500,18519118,2492397,On Budget,V Mehta
FIN0916,PRJ077,2026,Apr,207300000,16865820,17058205,10234923,6823282,22457500,18374374,-192385,On Budget,M Patel
FIN0917,PRJ077,2026,May,207300000,16647576,15779999,9467999,6311999,22457500,19740884,867577,Over,N Kumar
FIN0918,PRJ077,2026,Jun,207300000,18828281,15603056,9361833,6241222,22457500,17467999,3225225,Under,V Mehta
FIN0919,PRJ077,2026,Jul,207300000,16615428,19493611,11696166,7797444,22457500,23761381,-2878183,Over,N Kumar
FIN0920,PRJ077,2026,Aug,207300000,18041579,18318759,10991255,7327503,22457500,24165639,-277180,Under,S Verma
FIN0921,PRJ077,2026,Sep,207300000,18174048,14594620,8756772,5837848,22457500,25134372,3579428,Over,S Verma
FIN0922,PRJ077,2026,Oct,207300000,17134828,18709286,11225571,7483714,22457500,24515565,-1574458,On Budget,A Sharma
FIN0923,PRJ077,2026,Nov,207300000,16194518,14649049,8789429,5859619,22457500,24982667,1545469,On Budget,V Mehta
